phase,resource_type,source_server_id,resource_name,target_flavor_name,action,status,reason
compute,floating_ip,98046b1d-3b27-4414-9bae-22abe463fff5,ospc2flex-u22-20260428-0612-r3-f2f-DFW3-to-IAD3-r3-f2f-IAD3-r3-f2f-1780390536201904367-9e0540ca-37f3b5b6-c53,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-u22-20260428-0612-r3-f2f-DFW3-to-IAD3-r3-f2f-IAD3-r3-f2f-1780390536201904367-9e0540ca-37f3b5b6-c53,network=PUBLICNET"
compute,server,3264e0d1-4a1f-42a3-8f31-d72ce48110b5,Windows_Server_2019Re-snap-20260416211842-snapwin-safe-ide-img-snapwin-safe-ide-img-snapwin-final-virtio,gp.0.4.4,create_server_local_boot,planned,"image=Windows_Server_2019Re-snap-20260416211842-snapwin-safe-ide-img-snapwin-safe-ide-img-snapwin-virtio-ready-img,auth_mode=windows_password"
compute,floating_ip,3264e0d1-4a1f-42a3-8f31-d72ce48110b5,Windows_Server_2019Re-snap-20260416211842-snapwin-safe-ide-img-snapwin-safe-ide-img-snapwin-final-virtio,gp.0.4.4,assign_floating_ip,planned,"server=Windows_Server_2019Re-snap-20260416211842-snapwin-safe-ide-img-snapwin-safe-ide-img-snapwin-final-virtio,network=PUBLICNET"
compute,server,d022dace-85a7-44e3-851f-4afa8ec1006f,ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464918452382-8e4dcd88-34b04475-eb9-r3-f2f-IAD3-r3-f2f-1780364728120145934-360b13bd-37f3b5b6-c53,gp.0.4.4,create_server_local_boot,planned,"image=ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464918452382-8e4dcd88-34b04475-eb9-r3-f2f-DFW3-to-IAD3-r3-f2f-1780364728120145934-360b13bd-37f3b5b6-c53,auth_mode=ssh_key"
compute,floating_ip,d022dace-85a7-44e3-851f-4afa8ec1006f,ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464918452382-8e4dcd88-34b04475-eb9-r3-f2f-IAD3-r3-f2f-1780364728120145934-360b13bd-37f3b5b6-c53,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464918452382-8e4dcd88-34b04475-eb9-r3-f2f-IAD3-r3-f2f-1780364728120145934-360b13bd-37f3b5b6-c53,network=PUBLICNET"
compute,server,69ac5af5-759a-47eb-9248-77188a4cada1,ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780237311943674304-01d6d5a6-34b04475-eb9-r3-f2f-IAD3-r3-f2f-1780358850441571462-8614c3a9-794ff290-229,gp.0.4.4,create_server_local_boot,planned,"image=ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780237311943674304-01d6d5a6-34b04475-eb9-r3-f2f-DFW3-to-IAD3-r3-f2f-1780358850441571462-8614c3a9-794ff290-229,auth_mode=ssh_key"
compute,floating_ip,69ac5af5-759a-47eb-9248-77188a4cada1,ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780237311943674304-01d6d5a6-34b04475-eb9-r3-f2f-IAD3-r3-f2f-1780358850441571462-8614c3a9-794ff290-229,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-u22-20260428-0612-r3-f2f-IAD3-to-DFW3-r3-f2f-1780237311943674304-01d6d5a6-34b04475-eb9-r3-f2f-IAD3-r3-f2f-1780358850441571462-8614c3a9-794ff290-229,network=PUBLICNET"
compute,server,d3ad59d3-eb64-4155-98c5-ac0b46216340,ospc2flex-centos7-20260426-0733-r3-f2f-IAD3-r3-f2f-1780358850483093621-1266e8b4-35cd4a1f-66a,gp.0.4.4,create_server_local_boot,planned,"image=ospc2flex-centos7-20260426-0733-r3-f2f-DFW3-to-IAD3-r3-f2f-1780358850483093621-1266e8b4-35cd4a1f-66a,auth_mode=ssh_key"
compute,floating_ip,d3ad59d3-eb64-4155-98c5-ac0b46216340,ospc2flex-centos7-20260426-0733-r3-f2f-IAD3-r3-f2f-1780358850483093621-1266e8b4-35cd4a1f-66a,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-centos7-20260426-0733-r3-f2f-IAD3-r3-f2f-1780358850483093621-1266e8b4-35cd4a1f-66a,network=PUBLICNET"
compute,server,f53ebb62-437f-4c80-8111-0aa0cdd4aaf2,dbian10new-flex-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464896372082-d00f1481-c92f855a-9cd-r3-f2f-IAD3-r3-f2f-1780312009852198659-1d53bcbe-a0ad6dbf-9a6,gp.0.4.4,create_server_local_boot,planned,"image=dbian10new-flex-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464896372082-d00f1481-c92f855a-9cd-r3-f2f-DFW3-to-IAD3-r3-f2f-1780312009852198659-1d53bcbe-a0ad6dbf-9a6,auth_mode=ssh_key"
compute,floating_ip,f53ebb62-437f-4c80-8111-0aa0cdd4aaf2,dbian10new-flex-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464896372082-d00f1481-c92f855a-9cd-r3-f2f-IAD3-r3-f2f-1780312009852198659-1d53bcbe-a0ad6dbf-9a6,gp.0.4.4,assign_floating_ip,planned,"server=dbian10new-flex-r3-f2f-IAD3-to-DFW3-r3-f2f-1780287464896372082-d00f1481-c92f855a-9cd-r3-f2f-IAD3-r3-f2f-1780312009852198659-1d53bcbe-a0ad6dbf-9a6,network=PUBLICNET"
compute,server,e2039b99-474c-49c5-9271-469ae7a1fa26,IADjumphostu24,gp.0.4.16,create_server_local_boot,planned,"image=N/A (booted from volume),auth_mode=ssh_key"
compute,floating_ip,e2039b99-474c-49c5-9271-469ae7a1fa26,IADjumphostu24,gp.0.4.16,assign_floating_ip,planned,"server=IADjumphostu24,network=PUBLICNET"
load_balancer,load_balancer,,frontend- Load-Balancer-01,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,u24backend,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,DB_loadbalancer MYSQL,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,LBmariaDB,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,perconaLB,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,dblb,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
