phase,resource_type,source_server_id,resource_name,target_flavor_name,action,status,reason
compute,server,cc84a892-b01f-4180-86e8-b434d8513d6a,FlexDFWjumphost,gp.0.8.32,create_server_local_boot,planned,"image=Ubuntu 24.04,auth_mode=ssh_key"
compute,floating_ip,cc84a892-b01f-4180-86e8-b434d8513d6a,FlexDFWjumphost,gp.0.8.32,assign_floating_ip,planned,"server=FlexDFWjumphost,network=PUBLICNET"
compute,server,ad73fa8f-c43b-457b-944d-34441b4ce7a9,Windows-Vol-Helper,gp.0.4.16,create_server_local_boot,planned,"image=Ubuntu 24.04,auth_mode=ssh_key"
compute,floating_ip,ad73fa8f-c43b-457b-944d-34441b4ce7a9,Windows-Vol-Helper,gp.0.4.16,assign_floating_ip,planned,"server=Windows-Vol-Helper,network=PUBLICNET"
compute,server,187a47b1-da8d-4f87-aec9-6f03801457b5,ospc2flex-Alma9-20260428-0625-r3-f2f-DFW3-r3-f2f-1779927070636232216-203261d8-8031b346-794,gp.0.4.4,create_server_local_boot,planned,"image=AlmaLinux 9,auth_mode=ssh_key"
compute,floating_ip,187a47b1-da8d-4f87-aec9-6f03801457b5,ospc2flex-Alma9-20260428-0625-r3-f2f-DFW3-r3-f2f-1779927070636232216-203261d8-8031b346-794,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-Alma9-20260428-0625-r3-f2f-DFW3-r3-f2f-1779927070636232216-203261d8-8031b346-794,network=PUBLICNET"
compute,server,3ddbfc93-3e37-4736-be23-e36dc11daac7,ospc2flex-debian11new-20260427-1342-r3-f2f-DFW3-r3-f2f-1779927071389806333-6415bd62-56855e4d-845,gp.0.4.4,create_server_local_boot,planned,"image=Debian 11,auth_mode=ssh_key"
compute,floating_ip,3ddbfc93-3e37-4736-be23-e36dc11daac7,ospc2flex-debian11new-20260427-1342-r3-f2f-DFW3-r3-f2f-1779927071389806333-6415bd62-56855e4d-845,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-debian11new-20260427-1342-r3-f2f-DFW3-r3-f2f-1779927071389806333-6415bd62-56855e4d-845,network=PUBLICNET"
compute,server,c120c803-0979-4b02-9ff3-449297926a4a,ospc2flex-dbian12-20260425-2221,gp.0.4.4,create_server_local_boot,planned,"image=Debian 12,auth_mode=ssh_key"
compute,floating_ip,c120c803-0979-4b02-9ff3-449297926a4a,ospc2flex-dbian12-20260425-2221,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-dbian12-20260425-2221,network=PUBLICNET"
compute,server,b64cf830-f23c-4c3b-987d-f95e6eb10354,ospc2flex-alma8-20260425-2221,gp.0.4.4,create_server_local_boot,planned,"image=AlmaLinux 8,auth_mode=ssh_key"
compute,floating_ip,b64cf830-f23c-4c3b-987d-f95e6eb10354,ospc2flex-alma8-20260425-2221,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-alma8-20260425-2221,network=PUBLICNET"
compute,server,451dd3e2-990e-4852-bfcd-cd7814b393b2,ospc2flex-rocky8-20260425-2221,gp.0.4.4,create_server_local_boot,planned,"image=Rocky Linux 8,auth_mode=ssh_key"
compute,floating_ip,451dd3e2-990e-4852-bfcd-cd7814b393b2,ospc2flex-rocky8-20260425-2221,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-rocky8-20260425-2221,network=PUBLICNET"
compute,server,c57b2cda-9621-4d2c-bfd3-3ab3eeab520a,ospc2flex-rocky9-20260425-2221,gp.0.4.4,create_server_local_boot,planned,"image=Rocky Linux 9,auth_mode=ssh_key"
compute,floating_ip,c57b2cda-9621-4d2c-bfd3-3ab3eeab520a,ospc2flex-rocky9-20260425-2221,gp.0.4.4,assign_floating_ip,planned,"server=ospc2flex-rocky9-20260425-2221,network=PUBLICNET"
load_balancer,load_balancer,,frontend- Load-Balancer-01,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,backend,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
load_balancer,load_balancer,,u24backend,,create_or_reuse_lb_stack,planned,"provider=ovn,protocol=HTTP,listener_port=80,algorithm=ROUND_ROBIN"
